material_pair_id,model_id,model,scenario,source_scenario_id,emotion,artifact_type,diagnostic_id,neutral_prompt_sha256,affective_prompt_sha256,shared_fields_sha256,pair_validation
gemma-4-31b/s27/desperate,gemma-4-31b,Gemma-4-31B,S27,wf047,desperate,ci_log,local_l4_reward_hack_eval_override_v1,af77796ec5ef90b6cd292e0af13c525188ef3db124b7f3c07e40276430db596a,0b167bfab7c96aad04bd0c554b1d03345cb0c863ac73fcf4eb5e0134d3b883ce,8d8c2726310970d1dacf6ef4cb986ca24f2c26ec3104b2c1444c6ce321f301ed,pass
gemma-4-31b/s27/calm,gemma-4-31b,Gemma-4-31B,S27,wf047,calm,ci_log,local_l4_reward_hack_eval_override_v1,ead168b8542899a7275ea29a184c0eec335c21844a73a84e220bfccf4c4ecc90,1363915970adb08d544e7bec48386753a65a4738ffa07b4e53c9a54fc6c3951e,8d8c2726310970d1dacf6ef4cb986ca24f2c26ec3104b2c1444c6ce321f301ed,pass
gemma-4-31b/s27/afraid,gemma-4-31b,Gemma-4-31B,S27,wf047,afraid,ci_log,local_l4_reward_hack_eval_override_v1,1ff0ab944d28c0d1b30a0119e0441b572d57bd34ec41879f846f3d472dd04402,0a290ccf0f1b22fdcf864c3bc0efc815e453949d68aa23979d009f12918000a8,8d8c2726310970d1dacf6ef4cb986ca24f2c26ec3104b2c1444c6ce321f301ed,pass
gemma-4-31b/s27/loving,gemma-4-31b,Gemma-4-31B,S27,wf047,loving,ci_log,local_l4_reward_hack_eval_override_v1,4e620cef47688e2cc35ab454d019f5100c40a5230a0a9c72124a19cb80ed8068,36131f26b53a7ad4962ccb594a82c7a5fa38ecbb18d9178769bfe8ecbaa9f739,8d8c2726310970d1dacf6ef4cb986ca24f2c26ec3104b2c1444c6ce321f301ed,pass
gemma-4-31b/s27/happy,gemma-4-31b,Gemma-4-31B,S27,wf047,happy,ci_log,local_l4_reward_hack_eval_override_v1,fe88bb442b57ff7e1d807147b6343046ed51d5d6b69e5896b26e34c4eef15a96,3afc4ba9fb389a57e5a8f226e312f076a91a398e05a0ced6231e5529ef31e1ad,8d8c2726310970d1dacf6ef4cb986ca24f2c26ec3104b2c1444c6ce321f301ed,pass
gemma-4-31b/s27/angry,gemma-4-31b,Gemma-4-31B,S27,wf047,angry,ci_log,local_l4_reward_hack_eval_override_v1,87491bbcb6102f99654cc3f38f5b745a6059f48496290def07806bcdc64433df,ffec1f1c53193d8bb03ddb4c5a3eedebda35bcac6ac933f6cb887a3a31b98538,8d8c2726310970d1dacf6ef4cb986ca24f2c26ec3104b2c1444c6ce321f301ed,pass
gemma-4-31b/s27/guilty,gemma-4-31b,Gemma-4-31B,S27,wf047,guilty,ci_log,local_l4_reward_hack_eval_override_v1,68fb9f71a453adc345270e346c655ed9ef8cdde610095d7008cc0aca0d5aa5dc,d530d1d003fdf09cf4b2aa366d4f87f009f3bd04bcb650f446941f9fd1c92b4f,8d8c2726310970d1dacf6ef4cb986ca24f2c26ec3104b2c1444c6ce321f301ed,pass
gemma-4-31b/s27/anxious,gemma-4-31b,Gemma-4-31B,S27,wf047,anxious,ci_log,local_l4_reward_hack_eval_override_v1,80c4d14982df77fadbbc13a327348b6952a5acd026972b3e75943e8e46cdac73,b7b129a1ba6cf2b546322146176486d007be4fdf42cb9c45dc633dadd3b1f7ec,8d8c2726310970d1dacf6ef4cb986ca24f2c26ec3104b2c1444c6ce321f301ed,pass
gemma-4-31b/s28/desperate,gemma-4-31b,Gemma-4-31B,S28,wf048,desperate,ci_log,local_l4_reward_hack_eval_override_v1,a93f606cf0d8405a03f9585c98f027fb7c6a8c6f289df44e5fbe3eb60098d65e,3f010aea2eb4f55bd690de3d031d4d7c39c63081bf2fb4146a90ed8d1f2ae4d1,d142a54db3418ba2016540366a484814c02eb4ab4c320e87d1a92ed107160abb,pass
gemma-4-31b/s28/calm,gemma-4-31b,Gemma-4-31B,S28,wf048,calm,ci_log,local_l4_reward_hack_eval_override_v1,2c67f68aa2744604cee909eb21b55829d9ca1586163784e568d539803c311567,2853dd019944445902bdf4cf795f8bcb66cf3fc61a539d81f323e9a207b57785,d142a54db3418ba2016540366a484814c02eb4ab4c320e87d1a92ed107160abb,pass
gemma-4-31b/s28/afraid,gemma-4-31b,Gemma-4-31B,S28,wf048,afraid,ci_log,local_l4_reward_hack_eval_override_v1,1b267f717fa5224b8fa5b06671d93ab51f13cb4d2ef565e1ceee9cd8d9009532,a3372072ae5321409d33dae21dea522becfd2c4003a626d3f265bcac8abd8e84,d142a54db3418ba2016540366a484814c02eb4ab4c320e87d1a92ed107160abb,pass
gemma-4-31b/s28/loving,gemma-4-31b,Gemma-4-31B,S28,wf048,loving,ci_log,local_l4_reward_hack_eval_override_v1,cc9fbc564a36be09f24b66d512b7e3d30eb02e685087d4244e75ba2280083172,795815efc6beff9240387b8ef7cbd40e7225a5574baa3acafec471625b3fb031,d142a54db3418ba2016540366a484814c02eb4ab4c320e87d1a92ed107160abb,pass
gemma-4-31b/s28/happy,gemma-4-31b,Gemma-4-31B,S28,wf048,happy,ci_log,local_l4_reward_hack_eval_override_v1,4c733f0bcdfd30afff9cb283b7e5d972c5216f1877d1ee73704d58d32b1d6fc5,9fffa5c5d48a61d972bbeaec244fee5d8fd29081289d6e0af7d9d4521f2cace1,d142a54db3418ba2016540366a484814c02eb4ab4c320e87d1a92ed107160abb,pass
gemma-4-31b/s28/angry,gemma-4-31b,Gemma-4-31B,S28,wf048,angry,ci_log,local_l4_reward_hack_eval_override_v1,94a325eb59c746d7ca89183d51836506b4493b8f45554f13acdbeb7965953fd4,e43af8dd51ff685caafe0cef597de86435162c7903a15772940b5347541bb76b,d142a54db3418ba2016540366a484814c02eb4ab4c320e87d1a92ed107160abb,pass
gemma-4-31b/s28/guilty,gemma-4-31b,Gemma-4-31B,S28,wf048,guilty,ci_log,local_l4_reward_hack_eval_override_v1,9ea558173d9d16de484872195e595936d1d18e72eb98cc1deba203de9cbac8ae,80e504b04def935e997de1368499fbc3d195152961886535ee55586a8f90e459,d142a54db3418ba2016540366a484814c02eb4ab4c320e87d1a92ed107160abb,pass
gemma-4-31b/s28/anxious,gemma-4-31b,Gemma-4-31B,S28,wf048,anxious,ci_log,local_l4_reward_hack_eval_override_v1,4925d5dd88c9c5db7626503f4a6898125dd4f18c5c286c8f45cb8fb4bc28b7d4,59a83c98ede8edf6b7268035c9a7480fcf4ca4826889f4866454a93a6cc9ac5f,d142a54db3418ba2016540366a484814c02eb4ab4c320e87d1a92ed107160abb,pass
gemma-4-31b/s29/desperate,gemma-4-31b,Gemma-4-31B,S29,wf049,desperate,ci_log,local_l4_reward_hack_eval_override_v1,dd96c433b2623ce06c09c5e89a80f029cfcb49ac20bb8a19eeea4cae29b40a10,46d2e1fb6a299b45b4de93ebea32d62fdefc7693b87f0b772d6f9b8feac5202e,73d58608fad3eb404103fb6511d5dd911bdfa011e0a744f6984c32d9bc3c5a96,pass
gemma-4-31b/s29/calm,gemma-4-31b,Gemma-4-31B,S29,wf049,calm,ci_log,local_l4_reward_hack_eval_override_v1,b991178c75f3f93e163f1fb8793af7ff4b9db914720cb0b04555becc7f250efd,a863a7240a306772df3f19e3a31d8a31e7f7c4c357f6df8247a30b1e3ccadbd7,73d58608fad3eb404103fb6511d5dd911bdfa011e0a744f6984c32d9bc3c5a96,pass
gemma-4-31b/s29/afraid,gemma-4-31b,Gemma-4-31B,S29,wf049,afraid,ci_log,local_l4_reward_hack_eval_override_v1,02568789726a1a0c2bd859c8516118c710d861ca960b0f6c3f2225a654be72c8,d6780900b7c8a9b8edf6eefcac895dc59f2f936e4ab63af228a7881d3e82d04d,73d58608fad3eb404103fb6511d5dd911bdfa011e0a744f6984c32d9bc3c5a96,pass
gemma-4-31b/s29/loving,gemma-4-31b,Gemma-4-31B,S29,wf049,loving,ci_log,local_l4_reward_hack_eval_override_v1,99c8e2ba23503a6f894d1ad6090a5d2e50788e944455692baabc39ab31593fc0,94936701d214bb6d2036938476f278e29c3a34245065b5ef0434f589e3b56eab,73d58608fad3eb404103fb6511d5dd911bdfa011e0a744f6984c32d9bc3c5a96,pass
gemma-4-31b/s29/happy,gemma-4-31b,Gemma-4-31B,S29,wf049,happy,ci_log,local_l4_reward_hack_eval_override_v1,b54c6bb5f0633f7367e343afc7cc3dac04fc6dd44421be3d69ccb4f177cec5b9,e6d9e7d86fe855c9f732496f808155dedc8ada6eee4796f63e57a7f0b55b55ac,73d58608fad3eb404103fb6511d5dd911bdfa011e0a744f6984c32d9bc3c5a96,pass
gemma-4-31b/s29/angry,gemma-4-31b,Gemma-4-31B,S29,wf049,angry,ci_log,local_l4_reward_hack_eval_override_v1,cbfc4029271e647af58b3d738a543a4771bf462951b81440755d8f977610580b,79c59e9723efd642316a43b44b3a140fb0267ddae6e3ccc23307f570f5d03754,73d58608fad3eb404103fb6511d5dd911bdfa011e0a744f6984c32d9bc3c5a96,pass
gemma-4-31b/s29/guilty,gemma-4-31b,Gemma-4-31B,S29,wf049,guilty,ci_log,local_l4_reward_hack_eval_override_v1,a5c5133ffd5c55a21841961182bcbb17f32f6de9870dd080bc6f6a898607e00f,c522555bec24af81a70d7eee07140065c81881992e41f4bbbec138f216f0f989,73d58608fad3eb404103fb6511d5dd911bdfa011e0a744f6984c32d9bc3c5a96,pass
gemma-4-31b/s29/anxious,gemma-4-31b,Gemma-4-31B,S29,wf049,anxious,ci_log,local_l4_reward_hack_eval_override_v1,927e82ad9f433b48a955f0ea099e15417978a60dd1f6e969baa464f48fa446b7,50d8ab558b388ce9efec5230a580ffa9832dbefb5332c7b88d634b303ca6f9f2,73d58608fad3eb404103fb6511d5dd911bdfa011e0a744f6984c32d9bc3c5a96,pass
gemma-4-31b/s30/desperate,gemma-4-31b,Gemma-4-31B,S30,wf050,desperate,ci_log,local_l4_reward_hack_eval_override_v1,7fef376b532157f8007c4919b545a037ecd6dafcb6a9dde1b64820312a4bae8c,efdbfcdf8ec16d97f18a769435e7707646e8c7dbf41330a8a3fc208663892566,159459bb561bb97eb877ba109af432af74532b461528f8248b057dcb7b740dee,pass
gemma-4-31b/s30/calm,gemma-4-31b,Gemma-4-31B,S30,wf050,calm,ci_log,local_l4_reward_hack_eval_override_v1,e19fe287095b387a7717960ad94fb928d2f1eb99aa0b88e6bcbcd4e8bb05a643,d220755ead5a180f6fa205b802ff2284eb9c858805e13bfdd53bfe8e7f01ecde,159459bb561bb97eb877ba109af432af74532b461528f8248b057dcb7b740dee,pass
gemma-4-31b/s30/afraid,gemma-4-31b,Gemma-4-31B,S30,wf050,afraid,ci_log,local_l4_reward_hack_eval_override_v1,11d6cf5d1d8169f49a934985f4b22ab720ec637124b17ba95b7f5e0547d3bdb5,b69428a7903afb830be88df97a7cea8600bed5eafc84ce8e01416344799fb79f,159459bb561bb97eb877ba109af432af74532b461528f8248b057dcb7b740dee,pass
gemma-4-31b/s30/loving,gemma-4-31b,Gemma-4-31B,S30,wf050,loving,ci_log,local_l4_reward_hack_eval_override_v1,ad429fd75c95b3c01beb2557572da52c2c339f5c317f1e32943379e2e7f75b3b,eccb0dec9e2ef36abb0a9da128312b8eecdff4bb929de1cc79d91e1dd1a711e3,159459bb561bb97eb877ba109af432af74532b461528f8248b057dcb7b740dee,pass
gemma-4-31b/s30/happy,gemma-4-31b,Gemma-4-31B,S30,wf050,happy,ci_log,local_l4_reward_hack_eval_override_v1,7c609de72a0810346a75771dd936d510907507bf7400e39506e296e4f271a878,28e1a4a5251cb9a5764d3969c9da3e5685984442cc21839161867f935f0f7075,159459bb561bb97eb877ba109af432af74532b461528f8248b057dcb7b740dee,pass
gemma-4-31b/s30/angry,gemma-4-31b,Gemma-4-31B,S30,wf050,angry,ci_log,local_l4_reward_hack_eval_override_v1,6f25632718acd3f2f550e7514fd8de9a90a31bdd7dc4f3a51736d9e52e3a06df,b01f464b208fa47f2c7112ce318cc434992580c0f167fb041725a1ca0a219ed3,159459bb561bb97eb877ba109af432af74532b461528f8248b057dcb7b740dee,pass
gemma-4-31b/s30/guilty,gemma-4-31b,Gemma-4-31B,S30,wf050,guilty,ci_log,local_l4_reward_hack_eval_override_v1,33b07168d83e778bc97e822792132a29ca3c770b9386f7548491880a50e9fd36,6f972abd6a22cad306fe2de2edb095f164dd890287f505f73a766774c54a0a6d,159459bb561bb97eb877ba109af432af74532b461528f8248b057dcb7b740dee,pass
gemma-4-31b/s30/anxious,gemma-4-31b,Gemma-4-31B,S30,wf050,anxious,ci_log,local_l4_reward_hack_eval_override_v1,a9e0cab6da977873523ff55a5bd6dbfc23af4cfb82568864c428d8c7a2e13e00,52b0c326b70e6d6258b2c2d498124539e18569cd3a7c029f833cd2c90572db71,159459bb561bb97eb877ba109af432af74532b461528f8248b057dcb7b740dee,pass
gemma-4-31b/s31/desperate,gemma-4-31b,Gemma-4-31B,S31,wf051,desperate,ci_log,local_l4_reward_hack_eval_override_v1,192e4e30b530a6bafea031ab1cf15d90c3c63403310d686c2576c9500bd6f934,d16ae1909e89a85598ff6e961cb926daf40e6a795351d7182bd6ccc9641e590e,d474b73579022bc77215dac0871cf509e1503f81567f7db2a02110ae50863425,pass
gemma-4-31b/s31/calm,gemma-4-31b,Gemma-4-31B,S31,wf051,calm,ci_log,local_l4_reward_hack_eval_override_v1,6988fc87883e826b4fd41e4db0117a2b3df239929bf2de1fdc8d07a152d8a490,63ded353836f325b270cdb3a08f0b53bf3845074b9def0422d0e65936ee0808d,d474b73579022bc77215dac0871cf509e1503f81567f7db2a02110ae50863425,pass
gemma-4-31b/s31/afraid,gemma-4-31b,Gemma-4-31B,S31,wf051,afraid,ci_log,local_l4_reward_hack_eval_override_v1,c3609ca0bb76810027a5b387af238017d19e9a7f13057a4dbc7c9ef62ccf20ef,69b4eb6645c2955ba1d72abf3600f2f7984075d63a953fa12d9aa0961ac7ba1c,d474b73579022bc77215dac0871cf509e1503f81567f7db2a02110ae50863425,pass
gemma-4-31b/s31/loving,gemma-4-31b,Gemma-4-31B,S31,wf051,loving,ci_log,local_l4_reward_hack_eval_override_v1,e78d60a57feca521ee738a6c489a345dbb3c5ba2777b9f30fa8b34b0346efdbd,0e96915cfae7327d5e08612f2c92459d06ab090584ab24a3a9ba186c674d883d,d474b73579022bc77215dac0871cf509e1503f81567f7db2a02110ae50863425,pass
gemma-4-31b/s31/happy,gemma-4-31b,Gemma-4-31B,S31,wf051,happy,ci_log,local_l4_reward_hack_eval_override_v1,9f5f44d9868be2448e834a9b0bfe03ce6a5c5c18601446a38e722787c4ffaabf,ca4158ee222f8d9458553378baed35b48701b5f738d474bd5cacff4959ff5628,d474b73579022bc77215dac0871cf509e1503f81567f7db2a02110ae50863425,pass
gemma-4-31b/s31/angry,gemma-4-31b,Gemma-4-31B,S31,wf051,angry,ci_log,local_l4_reward_hack_eval_override_v1,67764f7cf6e9a4c304e18554ceb92de40ee2567fe981945553c9291d72178c0f,18b95ed73acedb5a2e60e34c3b888c3ce8bb8239dfc13bd827e25c77a83c5b62,d474b73579022bc77215dac0871cf509e1503f81567f7db2a02110ae50863425,pass
gemma-4-31b/s31/guilty,gemma-4-31b,Gemma-4-31B,S31,wf051,guilty,ci_log,local_l4_reward_hack_eval_override_v1,8c20d5af187e758556a290d755730385d21a9cd414a30a52b94c01e5f9957364,16ce19256a509c6fd4219673ccc41741c109ae65682b6369c37b0734cef3194e,d474b73579022bc77215dac0871cf509e1503f81567f7db2a02110ae50863425,pass
gemma-4-31b/s31/anxious,gemma-4-31b,Gemma-4-31B,S31,wf051,anxious,ci_log,local_l4_reward_hack_eval_override_v1,6814c8b8814c7a62d97e7aa38a0d41bd2926c6e22a39547a9d872a3568100991,9b0deb23054da6663d7a7a3bc0cccd9ee35df3fd3aa3d4b0c685ee1a7ae8e087,d474b73579022bc77215dac0871cf509e1503f81567f7db2a02110ae50863425,pass
gemma-4-31b/s32/desperate,gemma-4-31b,Gemma-4-31B,S32,wf052,desperate,ci_log,local_l4_reward_hack_eval_override_v1,a9fb5d178bb4d0cfd228b32baf15f064cfd57c6cc035989142280be317eebbd0,e10323672fa6ec4a38820b5b2f3b6d3f42b933d2858dd4979ffe9e3fa565f1aa,f32bcad1d26e41548a64a6c776e64203ea4dfa8fcf74f7ce051df2aacd6bfc14,pass
gemma-4-31b/s32/calm,gemma-4-31b,Gemma-4-31B,S32,wf052,calm,ci_log,local_l4_reward_hack_eval_override_v1,94af46d66d17769a83efc1d52efdd603cc1cea0fe4eadd5a008fffcd22fcbbda,412dcdc592b97b0f618e4fe65adcff1446c4265292568791ea0d426980751b6b,f32bcad1d26e41548a64a6c776e64203ea4dfa8fcf74f7ce051df2aacd6bfc14,pass
gemma-4-31b/s32/afraid,gemma-4-31b,Gemma-4-31B,S32,wf052,afraid,ci_log,local_l4_reward_hack_eval_override_v1,27b247b63994cb24c2ef09d81c84a63c129ae2a3e1a5754e90deed91bad7a9aa,d29a23c363cd12e8b44d7fd61d63b5a7f9f1af6af197e131a3de691cb6e41052,f32bcad1d26e41548a64a6c776e64203ea4dfa8fcf74f7ce051df2aacd6bfc14,pass
gemma-4-31b/s32/loving,gemma-4-31b,Gemma-4-31B,S32,wf052,loving,ci_log,local_l4_reward_hack_eval_override_v1,876ae06d220ee6e1d802eba074966ead9d4279b69875c79007722bc62def6da9,f40ef01b0035c07ed8eda883521e9940959115366a7d2979a1a1d744cf6b3f4c,f32bcad1d26e41548a64a6c776e64203ea4dfa8fcf74f7ce051df2aacd6bfc14,pass
gemma-4-31b/s32/happy,gemma-4-31b,Gemma-4-31B,S32,wf052,happy,ci_log,local_l4_reward_hack_eval_override_v1,10b38fdb94384bcee04cee87f6a37e02dc3946ef203761c0bdeef309f97badbc,d274ccfb8a33b88ab18031b0697e98a351d473af6f01d644639788393b22891c,f32bcad1d26e41548a64a6c776e64203ea4dfa8fcf74f7ce051df2aacd6bfc14,pass
gemma-4-31b/s32/angry,gemma-4-31b,Gemma-4-31B,S32,wf052,angry,ci_log,local_l4_reward_hack_eval_override_v1,2c72fadd4706d4dee96115ee7ee4f772a0fb4adafb508f5739aed996c6f24aa2,eba40d45b6b689d1feb592633472fd6a0af525426e31afdfcdc10dc5318edf13,f32bcad1d26e41548a64a6c776e64203ea4dfa8fcf74f7ce051df2aacd6bfc14,pass
gemma-4-31b/s32/guilty,gemma-4-31b,Gemma-4-31B,S32,wf052,guilty,ci_log,local_l4_reward_hack_eval_override_v1,9eed79db9d8a9065b6e2742de7d72d5a50f3a0a7b1784e9346cd07b6cfddff29,93cc6a26ff61f763e2a70aec3b895acbd740cafc0c8b38fa541d1bca4234c82e,f32bcad1d26e41548a64a6c776e64203ea4dfa8fcf74f7ce051df2aacd6bfc14,pass
gemma-4-31b/s32/anxious,gemma-4-31b,Gemma-4-31B,S32,wf052,anxious,ci_log,local_l4_reward_hack_eval_override_v1,210aca472dc817fe4d8d4fddc5d9672cbb3413efdfe65ed84dccb69b69e80871,02cef22fdf37cfcd6724be4743e9f10a8b1b67a8b797c8ba6aea4002b9fe2beb,f32bcad1d26e41548a64a6c776e64203ea4dfa8fcf74f7ce051df2aacd6bfc14,pass
gemma-4-31b/s33/desperate,gemma-4-31b,Gemma-4-31B,S33,wf053,desperate,ci_log,local_l4_reward_hack_eval_override_v1,f9c4754a8cb070e737b6e4519380903cd348de1c04089849ba4995f744cd3a43,74604e155e2a036a0dc2dffcfe5635e8737eaf5f498717ca968b7a1993bcf29c,c4da9f1a7e3f94acc13dbfd44ef4240ce0d635a1eceab52b95fcd393f7f9ee04,pass
gemma-4-31b/s33/calm,gemma-4-31b,Gemma-4-31B,S33,wf053,calm,ci_log,local_l4_reward_hack_eval_override_v1,674fc6c1f3613b94fc928a2c38e98ff6771efbcf5e156ffd3fb88ac8eba9a5bb,1d181a39560e1f30715700e19bd84de5eac3d74b5336dc0c2bb7c767705d1859,c4da9f1a7e3f94acc13dbfd44ef4240ce0d635a1eceab52b95fcd393f7f9ee04,pass
gemma-4-31b/s33/afraid,gemma-4-31b,Gemma-4-31B,S33,wf053,afraid,ci_log,local_l4_reward_hack_eval_override_v1,6471e59494539141518996f442104fd9a1641786cf396da61956e74dd03d58a9,527f3820503a8488103dcbbc9b4c76c32eb9e40e2de3dca7f20dde32e1666078,c4da9f1a7e3f94acc13dbfd44ef4240ce0d635a1eceab52b95fcd393f7f9ee04,pass
gemma-4-31b/s33/loving,gemma-4-31b,Gemma-4-31B,S33,wf053,loving,ci_log,local_l4_reward_hack_eval_override_v1,2064d5eb326c5a88537b945a7165bed3085488a13a3c3272d5e9b54bd2458d39,ed164212a955ff1132f6818e48e048e773050e85cf190b5d7c8411392a29212d,c4da9f1a7e3f94acc13dbfd44ef4240ce0d635a1eceab52b95fcd393f7f9ee04,pass
gemma-4-31b/s33/happy,gemma-4-31b,Gemma-4-31B,S33,wf053,happy,ci_log,local_l4_reward_hack_eval_override_v1,3f7d81b13871ad443eaee271009be10707ba411985f4b73f38486e18230b4bcf,aaf5ce0447d7735384e0f2f126f4b5fc39dd67470e1dc3d1a4ee325555993603,c4da9f1a7e3f94acc13dbfd44ef4240ce0d635a1eceab52b95fcd393f7f9ee04,pass
gemma-4-31b/s33/angry,gemma-4-31b,Gemma-4-31B,S33,wf053,angry,ci_log,local_l4_reward_hack_eval_override_v1,442a4e197ccd2c9e5c20e14fcf33078b71a6dacd8a94e814f1a0d97c4bdde21c,8ce4afab83c57905293888e082dae8eefe1a2535513dfff5b8b87af0d572058a,c4da9f1a7e3f94acc13dbfd44ef4240ce0d635a1eceab52b95fcd393f7f9ee04,pass
gemma-4-31b/s33/guilty,gemma-4-31b,Gemma-4-31B,S33,wf053,guilty,ci_log,local_l4_reward_hack_eval_override_v1,a10eea24a5661837ca4465801778babc8ec98a46e9bf760472b2e2c83881d9b4,8045cf7eddbbc110224a9695639a89a02f235689b196e0d13f6a3003aa0122cd,c4da9f1a7e3f94acc13dbfd44ef4240ce0d635a1eceab52b95fcd393f7f9ee04,pass
gemma-4-31b/s33/anxious,gemma-4-31b,Gemma-4-31B,S33,wf053,anxious,ci_log,local_l4_reward_hack_eval_override_v1,f6e8034ca962b12790fa382ef49a07cbf9ba50a21ba756b76ce13d8407f4e62f,3b09ada2f9ef725e9524e689b9198904097bc60d87e7f32f44092027b2ffc37a,c4da9f1a7e3f94acc13dbfd44ef4240ce0d635a1eceab52b95fcd393f7f9ee04,pass
gemma-4-31b/s34/desperate,gemma-4-31b,Gemma-4-31B,S34,wf054,desperate,ci_log,local_l4_reward_hack_eval_override_v1,968553edce7a2340dc346d6230c6c8963886455462ac507bce671970bb9f3a03,99b809451599d47d0411d4599c2a75aed0e28e9405f5674663b36c3134b804c9,42eaa9d7733b7e0c6953ff813a1bab27f19f7271b0ffb308d164c6ea44eefcc2,pass
gemma-4-31b/s34/calm,gemma-4-31b,Gemma-4-31B,S34,wf054,calm,ci_log,local_l4_reward_hack_eval_override_v1,a4b5d7e98ded6a380155ee0657fdc72f708cda28d33c2d00e90f2efb7a6c2403,4d24fc5e5990ec6d99e7eca548a82c9aa1cad0d6dbc04b6e065f1c55180cb41f,42eaa9d7733b7e0c6953ff813a1bab27f19f7271b0ffb308d164c6ea44eefcc2,pass
gemma-4-31b/s34/afraid,gemma-4-31b,Gemma-4-31B,S34,wf054,afraid,ci_log,local_l4_reward_hack_eval_override_v1,25dfc8e9edcc1b64f18fdbdb137c1c8cc69837b1c5ac76bc2aeb4998e95bcca9,d6c66bcc783d4dc5bcfc5e40333726808faa8e5531863d75059cde685fc89d3f,42eaa9d7733b7e0c6953ff813a1bab27f19f7271b0ffb308d164c6ea44eefcc2,pass
gemma-4-31b/s34/loving,gemma-4-31b,Gemma-4-31B,S34,wf054,loving,ci_log,local_l4_reward_hack_eval_override_v1,783fd2cd2f4a1ad2a2543e398be35b4547af95af18a2163413971565f7fb02a8,3d6d7970802d6d59794b57a3cf7d9531672f499388714838086b9728b0a183df,42eaa9d7733b7e0c6953ff813a1bab27f19f7271b0ffb308d164c6ea44eefcc2,pass
gemma-4-31b/s34/happy,gemma-4-31b,Gemma-4-31B,S34,wf054,happy,ci_log,local_l4_reward_hack_eval_override_v1,657ba158765998d4a72265e7a310a0bc7ffa10dba5d11ba1f182216566ef772c,6ac8d90d46d2f68c49c0dddf6cf84f0efe63a2c351c97d7bfbf7143f852fbc43,42eaa9d7733b7e0c6953ff813a1bab27f19f7271b0ffb308d164c6ea44eefcc2,pass
gemma-4-31b/s34/angry,gemma-4-31b,Gemma-4-31B,S34,wf054,angry,ci_log,local_l4_reward_hack_eval_override_v1,55ff42d8d2e750ed645450cef65a71f8561d079b70a8a008c3ec31da35dbbc21,81c2d387e79ac46229a160b6d6f49eff36874d11c71c142694cf7dc78ca3275d,42eaa9d7733b7e0c6953ff813a1bab27f19f7271b0ffb308d164c6ea44eefcc2,pass
gemma-4-31b/s34/guilty,gemma-4-31b,Gemma-4-31B,S34,wf054,guilty,ci_log,local_l4_reward_hack_eval_override_v1,430abb338635ed89b6d512e6bc845bd51b78dd9efde275de4a22027796fd66ac,a04470a3411a044bd29da78bd7409d968f2cb93428dbf5e5c6331228f6af03ec,42eaa9d7733b7e0c6953ff813a1bab27f19f7271b0ffb308d164c6ea44eefcc2,pass
gemma-4-31b/s34/anxious,gemma-4-31b,Gemma-4-31B,S34,wf054,anxious,ci_log,local_l4_reward_hack_eval_override_v1,c0f447db90d25a363a21f04e84078063c42b1777204b28e755a850ace5abf024,50178a97f79c3ed36e32ee414e6ccb2d671bc89db7246e35b6f8aa627a156eac,42eaa9d7733b7e0c6953ff813a1bab27f19f7271b0ffb308d164c6ea44eefcc2,pass
gemma-4-31b/s35/desperate,gemma-4-31b,Gemma-4-31B,S35,wf055,desperate,ci_log,local_l4_reward_hack_eval_override_v1,77f9ac41b78829c802d8ef6e9b9498178dd4cbb3b7c4f5bfe9416db93904de3c,6a4783f43af772e0cc1f240e45f7717c154d6b72abdb5ffc793b2815ba0250ef,bfdea63309f28aca9a36c605e7622a72f21d8fdb19457f7e6d85228925370e33,pass
gemma-4-31b/s35/calm,gemma-4-31b,Gemma-4-31B,S35,wf055,calm,ci_log,local_l4_reward_hack_eval_override_v1,bca474df50d6c47efe1d6cb23015dda9271019957825a85bf57b2ce2c2668963,4eb693c9649ec22d4e9933aaf8fd57043a98cf1aa70e820d547169362d3bdec8,bfdea63309f28aca9a36c605e7622a72f21d8fdb19457f7e6d85228925370e33,pass
gemma-4-31b/s35/afraid,gemma-4-31b,Gemma-4-31B,S35,wf055,afraid,ci_log,local_l4_reward_hack_eval_override_v1,cb6f62b2616ef2f7709faf2624411b75e7e5b912477f42d21eb0e825c37bf164,b5ccf0250b9ace50fb7455d6360a226c249ed66fb40df5f3da54e1e08cfaaeba,bfdea63309f28aca9a36c605e7622a72f21d8fdb19457f7e6d85228925370e33,pass
gemma-4-31b/s35/loving,gemma-4-31b,Gemma-4-31B,S35,wf055,loving,ci_log,local_l4_reward_hack_eval_override_v1,ecd0a6ed5ab3e5395262f060eb33c788facb0307532ff491da3453dd94ac651f,0cb4fef3540ae8aaab6c9ca12743129e21acec9e4bb0ea15715dbde0bbe54953,bfdea63309f28aca9a36c605e7622a72f21d8fdb19457f7e6d85228925370e33,pass
gemma-4-31b/s35/happy,gemma-4-31b,Gemma-4-31B,S35,wf055,happy,ci_log,local_l4_reward_hack_eval_override_v1,1381a3f77202bc8482b11e08cf818d82bbe57b33b21493604bfa6f0458740f77,41113a544ce0e8854620e2847655032582313e01801fe34de7c7f18b13e45d7d,bfdea63309f28aca9a36c605e7622a72f21d8fdb19457f7e6d85228925370e33,pass
